;Tick;numtick;obname;bestask;bestbid;price;quty;volatility;cum_quty
59;Tick;60;lvmh;5.38;5.31;5.31;3606;0.35142059534613246;283413
60;Tick;61;lvmh;5.38;5.31;5.31;1000;0.35186027016063304;284413
61;Tick;62;lvmh;5.38;5.31;5.31;3106;0.35217481997601163;287519
62;Tick;63;lvmh;5.33;5.31;5.31;10106;0.35237593501393255;297625
63;Tick;64;lvmh;5.33;5.31;5.32;5000;0.35247410235582;302625
64;Tick;65;lvmh;5.33;5.31;5.32;2500;0.350518889738473;305125
65;Tick;66;lvmh;5.33;5.31;5.32;4000;0.3485883620459035;309125
66;Tick;67;lvmh;5.35;5.31;5.32;1500;0.3466824454002792;310625
67;Tick;68;lvmh;5.35;5.31;5.31;2000;0.3448010195789278;312625
68;Tick;69;lvmh;5.36;5.31;5.31;606;0.3447496578711608;313231
69;Tick;70;lvmh;5.36;5.3;5.3;6106;0.3446277505439928;319337
70;Tick;71;lvmh;5.4;5.3;5.4;36442;0.34717720011771125;355779
71;Tick;72;lvmh;5.4;5.3;5.31;4000;0.36913690185875914;359779
72;Tick;73;lvmh;5.4;5.3;5.31;2500;0.36874443312951366;362279
73;Tick;74;lvmh;5.4;5.29;5.29;179832;0.3683027012614339;542111
74;Tick;75;lvmh;5.4;5.29;5.29;500;0.37356879794421083;542611
75;Tick;76;lvmh;5.4;5.29;5.29;15754;0.3784219485854001;558365
76;Tick;77;lvmh;5.4;5.29;5.29;1000;0.38289900642703045;559365
77;Tick;78;lvmh;5.4;5.29;5.29;500;0.38703245557421384;559865
78;Tick;79;lvmh;5.4;5.29;5.29;3500;0.39085108259357404;563365
79;Tick;80;lvmh;5.4;5.29;5.29;2000;0.39438052031874093;565365
80;Tick;81;lvmh;5.4;5.29;5.3;54500;0.39764369268116645;619865
81;Tick;82;lvmh;5.4;5.29;5.3;3000;0.39810911092002244;622865
82;Tick;83;lvmh;5.4;5.29;5.29;5444;0.3984915852448966;628309
83;Tick;84;lvmh;5.4;5.29;5.3;500;0.40123230688780337;628809
84;Tick;85;lvmh;5.4;5.29;5.29;2000;0.4014111653837985;630809
85;Tick;86;lvmh;5.4;5.29;5.3;11000;0.40383150936396994;641809
86;Tick;87;lvmh;5.4;5.29;5.3;2500;0.4038360518472141;644309
87;Tick;88;lvmh;5.4;5.29;5.3;500;0.40378640927395554;644809
88;Tick;89;lvmh;5.4;5.29;5.29;3000;0.40368625370646094;647809
89;Tick;90;lvmh;5.4;5.29;5.29;444;0.4056395094718155;648253
90;Tick;91;lvmh;5.4;5.29;5.29;944;0.4074472768294757;649197
91;Tick;92;lvmh;5.4;5.29;5.29;1944;0.40911900940724316;651141
92;Tick;93;lvmh;5.4;5.29;5.29;1000;0.4106634069734512;652141
93;Tick;94;lvmh;5.4;5.28;5.28;944;0.41208849024956573;653085
94;Tick;95;lvmh;5.4;5.28;5.28;444;0.4158770738605342;653529
95;Tick;96;lvmh;5.4;5.26;5.26;444;0.41942871614653576;653973
96;Tick;97;lvmh;5.4;5.26;5.26;1000;0.42924331626876094;654973
97;Tick;98;lvmh;5.4;5.26;5.26;2000;0.43840385279366556;656973
98;Tick;99;lvmh;5.4;5.26;5.26;1444;0.446970775302292;658417
99;Tick;100;lvmh;5.4;5.26;5.26;3000;0.45499640380872286;661417
100;Tick;101;lvmh;5.4;5.26;5.27;18500;0.46252639564317494;679917
101;Tick;102;lvmh;5.4;5.26;5.27;4500;0.46669344571916577;684417
102;Tick;103;lvmh;5.4;5.25;5.25;1110;0.470618209101719;685527
103;Tick;104;lvmh;5.4;5.25;5.25;1610;0.4803298568366762;687137
104;Tick;105;lvmh;5.4;5.25;5.25;1500;0.4894440613298147;688637
105;Tick;106;lvmh;5.4;5.25;5.25;527;0.49801128310033127;689164
106;Tick;107;lvmh;5.4;5.25;5.25;1000;0.5060757891882557;690164
107;Tick;108;lvmh;5.4;5.25;5.25;1000;0.5136766762639828;691164
108;Tick;109;lvmh;5.4;5.25;5.25;2027;0.5208486830552231;693191
109;Tick;110;lvmh;5.28;5.25;5.26;9500;0.5276228432922958;702691
110;Tick;111;lvmh;5.28;5.25;5.25;1500;0.5314761101997855;704191
111;Tick;112;lvmh;5.28;5.25;5.25;5500;0.5376116686850337;709691
112;Tick;113;lvmh;5.28;5.25;5.25;86;0.5434206923793473;709777
113;Tick;114;lvmh;5.28;5.25;5.25;86;0.5489242438964548;709863
114;Tick;115;lvmh;5.29;5.25;5.27;13000;0.5541415115115575;722863
115;Tick;116;lvmh;5.29;5.25;5.25;2000;0.5550378386095217;724863
116;Tick;117;lvmh;5.3;5.25;5.25;2500;0.5598440562481146;727363
117;Tick;118;lvmh;5.32;5.25;5.25;1000;0.5644068948385996;728363
118;Tick;119;lvmh;5.32;5.24;5.24;11608;0.5687403833401451;739971
119;Tick;120;lvmh;5.34;5.24;5.25;500;0.5752488732726001;740471
120;Tick;121;lvmh;5.34;5.24;5.24;8500;0.5791073977694126;748971
121;Tick;122;lvmh;5.26;5.24;5.25;6000;0.5850486076201165;754971
122;Tick;123;lvmh;5.26;5.24;5.24;3688;0.588486378189612;758659
123;Tick;124;lvmh;5.26;5.24;5.24;4500;0.5939216750977127;763159
124;Tick;125;lvmh;5.27;5.22;5.22;3130;0.59909679373742;766289
125;Tick;126;lvmh;5.24;5.22;5.23;112500;0.6091344255475112;878789
126;Tick;127;lvmh;5.24;5.22;5.23;5500;0.6160298487923891;884289
127;Tick;128;lvmh;5.24;5.18;5.18;119829;0.6225980617193506;1004118
128;Tick;129;lvmh;5.24;5.09;5.09;25587;0.6443748114550996;1029705
129;Tick;130;lvmh;5.24;5.08;5.08;6087;0.7084145416284856;1035792
130;Tick;131;lvmh;5.24;5.01;5.01;3438;0.7708967433507323;1039230
131;Tick;132;lvmh;5.24;5.01;5.01;7000;0.8680142496077013;1046230
132;Tick;133;lvmh;5.03;5.01;5.01;11914;0.9527453544291389;1058144
133;Tick;134;lvmh;5.03;5.01;5.01;9500;1.0282378132920063;1067644
134;Tick;135;lvmh;5.04;5.01;5.04;13354;1.0964744719027928;1080998
135;Tick;136;lvmh;5.09;5.01;5.09;13627;1.1456798561467956;1094625
136;Tick;137;lvmh;5.09;5.01;5.05;5500;1.1736161275369452;1100125
137;Tick;138;lvmh;5.22;5.01;5.22;1439;1.2135273044631274;1101564
138;Tick;139;lvmh;5.22;5.01;5.13;1500;1.2124037530738587;1103064
139;Tick;140;lvmh;5.22;5.01;5.2;10000;1.2262480869564114;1113064
140;Tick;141;lvmh;5.5;5.01;5.5;31886;1.227119388581855;1144950
141;Tick;142;lvmh;5.74;5.01;5.74;36976;1.2570248079418143;1181926
142;Tick;143;lvmh;5.78;5.01;5.78;32206;1.393541734422714;1214132
143;Tick;144;lvmh;5.85;5.01;5.85;6098;1.5365814257908028;1220230
144;Tick;145;lvmh;5.89;5.01;5.89;42535;1.7025295865291137;1262765
145;Tick;146;lvmh;5.89;5.01;5.8;43500;1.8714172718461228;1306265
146;Tick;147;lvmh;5.89;5.01;5.8;40000;1.9791133078023737;1346265
147;Tick;148;lvmh;5.89;5.01;5.79;11500;2.078452791148298;1357765
148;Tick;149;lvmh;5.89;5.01;5.77;20000;2.1667695055289315;1377765
149;Tick;150;lvmh;5.53;5.01;5.53;24500;2.2421067546115894;1402265
150;Tick;151;lvmh;5.64;5.62;5.64;91282;2.2524994816844717;1493547
151;Tick;152;lvmh;5.64;5.62;5.64;19282;2.284674407416267;1512829
152;Tick;153;lvmh;5.52;5.5;5.5;157466;2.315477617710396;1670295
153;Tick;154;lvmh;5.7;5.69;5.7;104954;2.319743767210257;1775249
154;Tick;155;lvmh;5.73;5.69;5.73;41393;2.3635416590561458;1816642
155;Tick;156;lvmh;5.73;5.6;5.6;11349;2.4134251518438634;1827991
156;Tick;157;lvmh;5.73;5.6;5.6;10849;2.4313026730894784;1838840
157;Tick;158;lvmh;5.73;5.59;5.59;11849;2.4485020134924866;1850689
158;Tick;159;lvmh;5.73;5.59;5.61;7000;2.463300874292659;1857689
159;Tick;160;lvmh;5.73;5.58;5.58;17349;2.4810519840454823;1875038
160;Tick;161;lvmh;5.73;5.5;5.5;166315;2.493080537415054;2041353
161;Tick;162;lvmh;5.73;5.48;5.48;17914;2.494143201694523;2059267
162;Tick;163;lvmh;5.73;5.48;5.48;2000;2.4931120632938053;2061267
163;Tick;164;lvmh;5.73;5.4;5.4;19286;2.4920112851668175;2080553
164;Tick;165;lvmh;5.73;5.38;5.38;10786;2.485633910886632;2091339
165;Tick;166;lvmh;5.73;5.38;5.38;4286;2.478634151694297;2095625
166;Tick;167;lvmh;5.73;5.38;5.38;25997;2.4716926899515026;2121622
167;Tick;168;lvmh;5.73;5.34;5.34;5448;2.4648087292933254;2127070
168;Tick;169;lvmh;5.73;5.29;5.29;4602;2.45742013408906;2131672
169;Tick;170;lvmh;5.73;5.29;5.33;5000;2.450789350763259;2136672
170;Tick;171;lvmh;5.73;5.29;5.34;25500;2.4435432724488364;2162172
171;Tick;172;lvmh;5.73;5.29;5.36;2500;2.4363484380790665;2164672
172;Tick;173;lvmh;5.44;5.29;5.42;51000;2.429375150175666;2215672
173;Tick;174;lvmh;5.52;5.29;5.52;15125;2.4243954376995696;2230797
174;Tick;175;lvmh;5.52;5.29;5.5;10000;2.4274718536013093;2240797
175;Tick;176;lvmh;5.51;5.29;5.5;72500;2.4283322096033406;2313297
176;Tick;177;lvmh;5.51;5.29;5.5;5500;2.429093957537554;2318797
177;Tick;178;lvmh;5.52;5.29;5.52;10254;2.4297603560384444;2329051
178;Tick;179;lvmh;5.52;5.29;5.52;5754;2.4323283630691486;2334805
179;Tick;180;lvmh;5.46;5.29;5.45;14500;2.434760265031551;2349305
180;Tick;181;lvmh;5.46;5.4;5.42;1000;2.4312717064306857;2350305
181;Tick;182;lvmh;5.46;5.38;5.38;13805;2.4261904699424433;2364110
182;Tick;183;lvmh;5.39;5.38;5.38;44;2.4198458197811603;2364154
183;Tick;184;lvmh;5.4;5.38;5.4;18636;2.4135504894846385;2382790
184;Tick;185;lvmh;5.4;5.38;5.39;4000;2.407825524952441;2386790
185;Tick;186;lvmh;5.39;5.38;5.38;4544;2.4018527905061213;2391334
186;Tick;187;lvmh;5.39;5.38;5.38;16544;2.3956963059761747;2407878
187;Tick;188;lvmh;5.4;5.36;5.36;1409;2.3895867473654118;2409287
188;Tick;189;lvmh;5.4;5.35;5.35;909;2.383246718672171;2410196
189;Tick;190;lvmh;5.36;5.34;5.34;631;2.3769047499797273;2410827
190;Tick;191;lvmh;5.36;5.3;5.3;55062;2.3706181045703065;2465889
191;Tick;192;lvmh;5.36;5.3;5.3;7062;2.3649669791235985;2472951
192;Tick;193;lvmh;5.4;5.31;5.32;10500;2.35935551882784;2483451
193;Tick;194;lvmh;5.4;5.31;5.34;1500;2.353384656977271;2484951
194;Tick;195;lvmh;5.4;5.31;5.33;32500;2.347287585405752;2517451
195;Tick;196;lvmh;5.4;5.3;5.33;4000;2.3412948874359922;2521451
196;Tick;197;lvmh;5.4;5.39;5.39;29500;2.3353478513069255;2550951
197;Tick;198;lvmh;5.4;5.39;5.4;674;2.329946207922822;2551625
198;Tick;199;lvmh;5.43;5.39;5.43;27174;2.324857897033442;2578799
199;Tick;200;lvmh;5.43;5.39;5.4;4500;2.32095665949147;2583299
200;Tick;201;lvmh;5.43;5.3;5.4;10000;2.3159243354734613;2593299
201;Tick;202;lvmh;5.43;5.3;5.43;8333;2.31092353875892;2601632
202;Tick;203;lvmh;5.43;5.3;5.4;4500;2.307082799295633;2606132
203;Tick;204;lvmh;5.43;5.3;5.4;4000;2.3021366247613217;2610132
204;Tick;205;lvmh;5.43;5.3;5.43;12099;2.297221146860973;2622231
205;Tick;206;lvmh;5.43;5.3;5.41;500;2.293439744842523;2622731
206;Tick;207;lvmh;5.43;5.3;5.4;4000;2.2888878452382864;2626731
207;Tick;208;lvmh;5.43;5.4;5.42;17500;2.284053331271596;2644231
208;Tick;209;lvmh;5.43;5.4;5.42;2500;2.279913550356998;2646731
209;Tick;210;lvmh;5.4;5.39;5.4;3000;2.2757929533315564;2649731
210;Tick;211;lvmh;5.4;5.39;5.4;1013;2.2710376468963287;2650744
211;Tick;212;lvmh;5.4;5.39;5.4;9513;2.2663112177657116;2660257
212;Tick;213;lvmh;5.4;5.35;5.35;22620;2.2616133862017738;2682877
213;Tick;214;lvmh;5.4;5.35;5.35;3620;2.256273096882049;2686497
214;Tick;215;lvmh;5.4;5.34;5.34;5086;2.25097045944675;2691583
215;Tick;216;lvmh;5.4;5.35;5.35;2000;2.245730552882217;2693583
216;Tick;217;lvmh;5.4;5.35;5.35;542;2.2405018510053316;2694125
217;Tick;218;lvmh;5.4;5.35;5.35;1665;2.2353095016160567;2695790
218;Tick;219;lvmh;5.4;5.33;5.33;18458;2.23015308542369;2714248
219;Tick;220;lvmh;5.4;5.33;5.33;1500;2.225134850202949;2715748
220;Tick;221;lvmh;5.4;5.33;5.33;458;2.2201503245676566;2716206
221;Tick;222;lvmh;5.4;5.33;5.33;1500;2.215199132963823;2717706
222;Tick;223;lvmh;5.4;5.33;5.33;340;2.2102809056663917;2718046
223;Tick;224;lvmh;5.4;5.32;5.32;48741;2.2053952786635076;2766787
224;Tick;225;lvmh;5.4;5.28;5.28;18329;2.200668234662348;2785116
225;Tick;226;lvmh;5.4;5.28;5.28;1500;2.196990726873523;2786616
226;Tick;227;lvmh;5.4;5.28;5.29;3000;2.1933288825483173;2789616
227;Tick;228;lvmh;5.4;5.28;5.28;5000;2.1893551323795286;2794616
228;Tick;229;lvmh;5.4;5.28;5.28;1500;2.185726858788362;2796116
229;Tick;230;lvmh;5.4;5.2;5.2;82762;2.18211401479955;2878878
230;Tick;231;lvmh;5.4;5.2;5.2;2500;2.18291535639822;2881378
231;Tick;232;lvmh;5.4;5.2;5.2;1000;2.1836614937513312;2882378
232;Tick;233;lvmh;5.4;5.2;5.2;3000;2.1843538134482063;2885378
233;Tick;234;lvmh;5.4;5.15;5.15;2199;2.1849936628047613;2887577
234;Tick;235;lvmh;5.4;5.15;5.15;6000;2.1898378098714124;2893577
235;Tick;236;lvmh;5.4;5.15;5.15;1000;2.194549521287241;2894577
236;Tick;237;lvmh;5.4;5.15;5.15;4000;2.199132215830746;2898577
237;Tick;238;lvmh;5.4;5.15;5.15;4248;2.2035892002947985;2902825
238;Tick;239;lvmh;5.4;5.15;5.15;4000;2.207923674186583;2906825
239;Tick;240;lvmh;5.16;5.15;5.16;7000;2.21213873418064;2913825
240;Tick;241;lvmh;5.16;5.15;5.16;3266;2.2153453911820424;2917091
241;Tick;242;lvmh;5.16;5.15;5.16;1266;2.218456168863238;2918357
242;Tick;243;lvmh;5.16;5.15;5.16;266;2.2214734005009893;2918623
243;Tick;244;lvmh;5.16;5.15;5.16;9266;2.224399349810033;2927889
244;Tick;245;lvmh;5.16;5.15;5.16;500;2.227236213542272;2928389
245;Tick;246;lvmh;5.2;5.18;5.2;60000;2.2299861239660883;2988389
246;Tick;247;lvmh;5.25;5.18;5.25;23000;2.2297430435260135;3011389
247;Tick;248;lvmh;5.25;5.18;5.25;1000;2.2269012833004767;3012389
248;Tick;249;lvmh;5.25;5.18;5.25;7500;2.224065321316008;3019889
249;Tick;250;lvmh;5.25;5.18;5.25;69;2.221235229275616;3019958
250;Tick;251;lvmh;5.25;5.15;5.25;1000;2.2184110757938473;3020958
251;Tick;252;lvmh;5.25;5.15;5.25;500;2.2155929264953533;3021458
252;Tick;253;lvmh;5.25;5.15;5.25;343;2.212780844110239;3021801
253;Tick;254;lvmh;5.25;5.15;5.23;5000;2.2099748885662374;3026801
254;Tick;255;lvmh;5.25;5.15;5.25;9843;2.208023970580367;3036644
255;Tick;256;lvmh;5.25;5.15;5.25;500;2.205225206670567;3037144
256;Tick;257;lvmh;5.25;5.15;5.25;203;2.202432790365786;3037347
257;Tick;258;lvmh;5.25;5.22;5.23;14000;2.1996467703694798;3051347
258;Tick;259;lvmh;5.25;5.22;5.23;9000;2.1976944453985348;3060347
259;Tick;260;lvmh;5.25;5.18;5.18;35999;2.1957375999408133;3096346
260;Tick;261;lvmh;5.25;5.16;5.16;27499;2.1965979798048347;3123845
261;Tick;262;lvmh;5.25;5.16;5.16;11499;2.198842468034878;3135344
262;Tick;263;lvmh;5.25;5.15;5.15;21375;2.201018394922834;3156719
263;Tick;264;lvmh;5.25;5.15;5.15;12875;2.2038956071229974;3169594
264;Tick;265;lvmh;5.25;5.15;5.15;2000;2.2066939400260246;3171594
265;Tick;266;lvmh;5.25;5.15;5.17;4500;2.2094151463082743;3176094
266;Tick;267;lvmh;5.25;5.15;5.15;26375;2.2106081339187558;3202469
267;Tick;268;lvmh;5.25;5.15;5.15;10000;2.213193043151924;3212469
268;Tick;269;lvmh;5.25;5.12;5.12;9581;2.2157056011260625;3222050
269;Tick;270;lvmh;5.25;5.09;5.09;29081;2.2205915625944126;3251131
270;Tick;271;lvmh;5.25;5.09;5.09;15500;2.2281647961506126;3266631
271;Tick;272;lvmh;5.25;5.09;5.09;1000;2.235571013390293;3267631
272;Tick;273;lvmh;5.25;5.01;5.01;1048;2.2428143658302515;3268679
273;Tick;274;lvmh;5.25;5.01;5.01;6500;2.258938471183145;3275179
274;Tick;275;lvmh;5.25;4.9;4.9;19944;2.274685824250935;3295123
275;Tick;276;lvmh;5.25;4.9;4.95;21500;2.306304237425615;3316623
276;Tick;277;lvmh;5.25;4.97;4.97;1500;2.3292077331212027;3318123
277;Tick;278;lvmh;5.25;4.97;4.97;931;2.348728611863993;3319054
278;Tick;279;lvmh;5.25;4.92;4.92;3967;2.367781387076229;3323021
279;Tick;280;lvmh;5.25;4.92;4.92;500;2.3934663995642533;3323521
280;Tick;281;lvmh;5.25;4.9;4.9;4628;2.4184878629562667;3328149
281;Tick;282;lvmh;5.25;4.9;4.9;25000;2.4458632247291217;3353149
282;Tick;283;lvmh;5.25;4.9;4.9;4000;2.4725237747927267;3357149
283;Tick;284;lvmh;4.82;4.8;4.8;26466;2.4984990326662855;3383615
284;Tick;285;lvmh;4.82;4.8;4.8;11000;2.540081270392756;3394615
285;Tick;286;lvmh;4.82;4.8;4.8;5000;2.5803940564443306;3399615
286;Tick;287;lvmh;4.82;4.69;4.69;2737;2.619505449301523;3402352
287;Tick;288;lvmh;4.82;4.65;4.65;5346;2.6779471194993563;3407698
288;Tick;289;lvmh;4.83;4.65;4.82;12500;2.7424960725047947;3420198
289;Tick;290;lvmh;4.83;4.65;4.82;500;2.7743190955035257;3420698
290;Tick;291;lvmh;4.84;4.65;4.72;13000;2.8053176565725204;3433698
291;Tick;292;lvmh;4.84;4.65;4.8;1000;2.8517326149997824;3434698
292;Tick;293;lvmh;5.25;4.65;4.82;8000;2.883844348476395;3442698
293;Tick;294;lvmh;5.25;4.65;4.82;3000;2.912258648736507;3445698
294;Tick;295;lvmh;5.25;4.65;4.97;48000;2.9399844979490797;3493698
295;Tick;296;lvmh;5.25;4.65;4.97;3000;2.9497994702288546;3496698
296;Tick;297;lvmh;5.25;4.65;4.98;1500;2.959416465738149;3498198
297;Tick;298;lvmh;5.25;4.65;4.97;9000;2.9679402984341894;3507198
298;Tick;299;lvmh;5.25;4.65;5.0;14500;2.9771838281211713;3521698
299;Tick;300;lvmh;5.25;4.65;5.22;24000;2.98368010870617;3545698
300;Tick;301;lvmh;5.25;4.65;5.2;28500;2.979234214341313;3574198
301;Tick;302;lvmh;5.25;4.65;5.2;5000;2.97521732048223;3579198
302;Tick;303;lvmh;5.25;4.65;5.2;4500;2.9712154450081893;3583698
303;Tick;304;lvmh;5.25;4.65;5.19;16500;2.9672285074842786;3600198
304;Tick;305;lvmh;5.25;4.65;5.15;21500;2.963500317590771;3621698
305;Tick;306;lvmh;5.25;4.65;5.14;10000;2.9610378051487727;3631698
306;Tick;307;lvmh;5.25;4.65;5.11;11500;2.958955662648887;3643198
307;Tick;308;lvmh;5.25;4.65;5.11;2000;2.9581756788172417;3645198
308;Tick;309;lvmh;5.15;4.65;5.14;3000;2.9573743132002805;3648198
309;Tick;310;lvmh;5.18;4.65;5.18;24563;2.9552609958313516;3672761
310;Tick;311;lvmh;5.29;4.65;5.29;87704;2.951821352912358;3760465
311;Tick;312;lvmh;5.29;4.65;5.25;42000;2.947077379436422;3802465
312;Tick;313;lvmh;5.29;5.18;5.19;9500;2.9424433595901354;3811965
313;Tick;314;lvmh;5.29;5.2;5.21;4000;2.9387951861094206;3815965
314;Tick;315;lvmh;5.29;5.21;5.22;4500;2.9347287673433566;3820465
315;Tick;316;lvmh;5.29;5.21;5.22;4500;2.930506085041915;3824965
316;Tick;317;lvmh;5.29;5.21;5.29;1500;2.9263013086497818;3826465
317;Tick;318;lvmh;5.3;5.2;5.3;1471;2.9216912524747314;3827936
318;Tick;319;lvmh;5.31;5.18;5.31;477;2.9171528419898656;3828413
319;Tick;320;lvmh;5.31;5.17;5.31;1500;2.912712707687;3829913
320;Tick;321;lvmh;5.31;5.17;5.31;3000;2.908292758846651;3832913
321;Tick;322;lvmh;5.38;5.16;5.38;318;2.903892843212335;3833231
322;Tick;323;lvmh;5.38;5.16;5.38;1500;2.900812125025431;3834731
323;Tick;324;lvmh;5.38;5.16;5.38;4500;2.897738363916573;3839231
324;Tick;325;lvmh;5.38;5.15;5.38;5595;2.894671569455168;3844826
325;Tick;326;lvmh;5.38;5.15;5.38;1500;2.8916117503426775;3846326
326;Tick;327;lvmh;5.38;5.15;5.38;10386;2.888558914436546;3856712
327;Tick;328;lvmh;5.38;5.33;5.35;7000;2.885513068773468;3863712
328;Tick;329;lvmh;5.38;5.33;5.35;7500;2.8817769643814826;3871212
329;Tick;330;lvmh;5.38;5.32;5.35;23500;2.878054713250511;3894712
330;Tick;331;lvmh;5.38;5.32;5.35;5000;2.8743462358428093;3899712
331;Tick;332;lvmh;5.38;5.32;5.35;5000;2.8706514531778584;3904712
332;Tick;333;lvmh;5.38;5.31;5.33;62000;2.8669702868288733;3966712
333;Tick;334;lvmh;5.38;5.31;5.35;4000;2.8629817465972076;3970712
334;Tick;335;lvmh;5.38;5.31;5.33;2000;2.8593292548672715;3972712
335;Tick;336;lvmh;5.38;5.31;5.33;14500;2.8553722026360635;3987212
336;Tick;337;lvmh;5.38;5.3;5.3;3400;2.851431391566389;3990612
337;Tick;338;lvmh;5.28;5.26;5.26;4447;2.8472337308419826;3995059
338;Tick;339;lvmh;5.28;5.26;5.28;865;2.8430646702192743;3995924
339;Tick;340;lvmh;5.27;5.26;5.27;3000;2.8388559426833164;3998924
340;Tick;341;lvmh;5.28;5.26;5.28;366;2.834681482654343;3999290
341;Tick;342;lvmh;5.28;5.26;5.26;6447;2.8305098601941303;4005737
342;Tick;343;lvmh;5.28;5.25;5.25;11144;2.8264140735027254;4016881
343;Tick;344;lvmh;5.28;5.25;5.25;1500;2.822404210254096;4018381
344;Tick;345;lvmh;5.28;5.2;5.2;19171;2.8184113453072617;4037552
345;Tick;346;lvmh;5.28;5.2;5.21;1500;2.8151683516256396;4039052
