;Auctions;Order;obname;agent;Oid;type;dir;price;quty;validity
290;Auctions;Order;lvmh;mm;181.0;L;B;5.07;207.0;-1.0
291;Auctions;Order;lvmh;moha3;15.0;L;B;5.04;72.0;2.0
292;Auctions;Order;lvmh;saad;13.0;L;B;5.03;1046.0;-1.0
293;Auctions;Order;lvmh;saad;12.0;L;B;4.99;2411.0;-1.0
294;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
295;Auctions;##############################;;;;;;;;
296;Auctions;##############################;;;;;;;;
297;Auctions;##############################;;;;;;;;
298;Auctions;##############################;;;;;;;;
299;Auctions;##############################;;;;;;;;
300;Auctions;Order;lvmh;mm;192.0;L;A;5.12;873.0;-1.0
301;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
302;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
303;Auctions;##############################;;;;;;;;
304;Auctions;##############################;;;;;;;;
305;Auctions;##############################;;;;;;;;
306;Auctions;##############################;;;;;;;;
307;Auctions;##############################;;;;;;;;
308;Auctions;##############################;;;;;;;;
309;Auctions;##############################;;;;;;;;
310;Auctions;Order;lvmh;mm;193.0;L;B;5.11;2677.0;-1.0
311;Auctions;Order;lvmh;moha1;16.0;L;B;5.06;865.0;2.0
312;Auctions;Order;lvmh;moha2;16.0;L;B;5.05;71.0;2.0
313;Auctions;Order;lvmh;moha3;15.0;L;B;5.04;72.0;1.0
314;Auctions;Order;lvmh;saad;13.0;L;B;5.03;1046.0;-1.0
315;Auctions;Order;lvmh;saad;12.0;L;B;4.99;2411.0;-1.0
316;Auctions;Order;lvmh;saad;6.0;L;B;4.91;813.0;-1.0
317;Auctions;##############################;;;;;;;;
318;Auctions;##############################;;;;;;;;
319;Auctions;##############################;;;;;;;;
320;Auctions;Order;lvmh;mm;204.0;L;A;5.11;97.0;-1.0
321;Auctions;Order;lvmh;moha;17.0;L;A;5.15;275.0;1.0
322;Auctions;Order;lvmh;moha1;17.0;L;A;5.15;287.0;1.0
323;Auctions;Order;lvmh;bhd;15.0;L;A;5.16;2651.0;-1.0
324;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;5407.0;-1.0
