;Unnamed: 0;Unnamed: 0.1;Tick;numtick;obname;bestask;bestbid;price;quty;volatility;cum_quty;cum_diff;vola_diff
222;222;222;Tick;223;lvmh;0.016;0.014;0.014;100;0.023536181000099902;40871255;7.2682576805204775;28.177473897785973
223;223;223;Tick;224;lvmh;0.016;0.014;0.014;194319;0.023486610961078142;41065574;7.251315060600782;28.178226823641264
224;224;224;Tick;225;lvmh;0.016;0.014;0.014;100;0.023437350896386745;41065674;7.251296122327935;28.175688749166902
225;225;225;Tick;226;lvmh;0.016;0.013;0.013;1051255;0.023388397612002853;42116929;7.231851811680824;28.176615072937306
226;226;226;Tick;227;lvmh;0.016;0.013;0.013;99900;0.02338209485657786;42216829;7.248367210222843;28.043961273934812
227;227;227;Tick;228;lvmh;0.016;0.013;0.014;200;0.02337544536361883;42217029;7.248330382653508;27.912775803690185
228;228;228;Tick;229;lvmh;0.014;0.013;0.014;100;0.023327041426975642;42217129;7.248311969009176;27.91460332672832
229;229;229;Tick;230;lvmh;0.014;0.013;0.013;159900;0.023278935397015428;42377029;7.253722443440449;27.916413780786577
230;230;230;Tick;231;lvmh;0.014;0.012;0.012;966777;0.02327219996986208;43343806;7.266060865446765;27.7875469910997
231;231;231;Tick;232;lvmh;0.014;0.012;0.012;150000;0.02335320172626621;43493806;7.354478546014906;27.6118512899661
232;232;232;Tick;233;lvmh;0.014;0.012;0.012;163454;0.023432102814404443;43657260;7.363891434275612;27.440296852568736
233;233;233;Tick;234;lvmh;0.014;0.012;0.012;9600;0.023508962202382803;43666860;7.362153321868253;27.496178615521192
234;234;234;Tick;235;lvmh;0.014;0.012;0.012;100;0.023583836658351908;43666960;7.362135220848616;27.55027942028206
235;235;235;Tick;236;lvmh;0.014;0.012;0.012;100;0.02365678085869824;43667060;7.362117119917987;27.38707854629837
236;236;236;Tick;237;lvmh;0.013;0.012;0.013;99600;0.023727847489478468;43766660;7.374952852738673;27.227519167448374
237;237;237;Tick;238;lvmh;0.013;0.012;0.012;30000;0.023715590557695416;43796660;7.369528841777365;27.11604832712488
238;238;238;Tick;239;lvmh;0.013;0.012;0.012;100;0.023784063258221685;43796760;7.369510775082332;26.96235578344016
239;239;239;Tick;240;lvmh;0.013;0.012;0.012;20000;0.02385078374764123;43816760;7.365899215710317;26.67327980071218
240;240;240;Tick;241;lvmh;0.013;0.012;0.012;100;0.023915798365025186;43816860;7.365881166807226;26.527392013910376
241;241;241;Tick;242;lvmh;0.013;0.012;0.012;50540;0.02397915184852929;43867400;7.366750137208497;26.247273017811285
242;242;242;Tick;243;lvmh;0.013;0.012;0.012;100;0.02404088740756813;43867500;7.366732106915262;25.971534114910384
243;243;243;Tick;244;lvmh;0.013;0.012;0.012;300;0.02410104679087636;43867800;7.366678016565109;25.83709802235909
244;244;244;Tick;245;lvmh;0.013;0.012;0.012;10334;0.024159670350742016;43878134;7.365692726090738;25.56963802382064
245;245;245;Tick;246;lvmh;0.013;0.012;0.012;300;0.02421679710367412;43878434;7.365638657002696;25.44189406668972
246;246;246;Tick;247;lvmh;0.013;0.012;0.012;100;0.02427246478774677;43878534;7.36562063414975;25.182299243496242
247;247;247;Tick;248;lvmh;0.013;0.012;0.012;400;0.02432670991683901;43878934;7.365548543619953;25.060863133104725
248;248;248;Tick;249;lvmh;0.013;0.012;0.012;200;0.024379567831978186;43879134;7.365512498884238;24.941857821673814
249;249;249;Tick;250;lvmh;0.013;0.012;0.012;100;0.02443107274997296;43879234;7.365494476648674;24.825210609844078
250;250;250;Tick;251;lvmh;0.013;0.012;0.012;100;0.024481257809511017;43879334;7.365476454501305;24.580051421601013
251;251;251;Tick;252;lvmh;0.013;0.011;0.011;493761;0.024530155114881755;44373095;7.287307894885985;24.46904351099405
252;252;252;Tick;253;lvmh;0.012;0.011;0.012;100;0.0246874703966756;44373195;7.287290275340729;24.02264528059763
253;253;253;Tick;254;lvmh;0.012;0.011;0.012;118000;0.024732896471907247;44491195;7.293494810247664;23.790095826708136
254;254;254;Tick;255;lvmh;0.012;0.011;0.012;100;0.02477714307501744;44491295;7.293477221539147;23.560779904533234
255;255;255;Tick;256;lvmh;0.012;0.011;0.012;400;0.0248202380730355;44491695;7.293406867553397;23.33462749626318
256;256;256;Tick;257;lvmh;0.012;0.011;0.011;100;0.02486220850537425;44491795;7.293389279269036;23.11157068677663
257;257;257;Tick;258;lvmh;0.012;0.011;0.012;100;0.025007391903304248;44491895;7.2933716910695034;22.69735691915346
258;258;258;Tick;259;lvmh;0.012;0.011;0.012;98200;0.02504629682983586;44590095;7.38165809112327;22.482488238758023
259;259;259;Tick;260;lvmh;0.012;0.011;0.012;1900;0.02508416886843529;44591995;7.381320353561803;22.216380969642056
260;260;260;Tick;261;lvmh;0.012;0.011;0.012;100100;0.025121031648127658;44692095;7.363570516746262;22.00745864328279
261;261;261;Tick;262;lvmh;0.012;0.011;0.012;100;0.02515690812729577;44692195;7.363552827324381;21.801280498209064
262;262;262;Tick;263;lvmh;0.012;0.011;0.011;538000;0.025191820617734124;45230195;7.26959826439819;21.54414674244053
263;263;263;Tick;264;lvmh;0.012;0.011;0.012;100;0.025324421585134003;45230295;7.269581023591778;21.16435923869927
264;264;264;Tick;265;lvmh;0.012;0.011;0.011;100000;0.025356669926455036;45330295;7.393780294035292;20.96829246766247
265;265;265;Tick;266;lvmh;0.012;0.011;0.011;100;0.02548455961421944;45330395;7.393762777181823;20.801870768317396
266;266;266;Tick;267;lvmh;0.012;0.011;0.011;149800;0.02560954567385413;45480195;7.367615388942831;20.44167564623215
267;267;267;Tick;268;lvmh;0.012;0.011;0.012;100;0.025731710403279137;45480295;7.367597995846166;20.088939718638724
268;268;268;Tick;269;lvmh;0.012;0.011;0.011;101191;0.02575831199252235;45581486;7.353050935242337;19.857301788747115
269;269;269;Tick;270;lvmh;0.012;0.011;0.012;100;0.02587624356693248;45581586;7.353033617452556;19.516258444678282
270;270;270;Tick;271;lvmh;0.012;0.011;0.011;11800;0.025900603278149862;45593386;7.350990690824489;19.291420415128954
271;271;271;Tick;272;lvmh;0.012;0.011;0.011;37200;0.02601449328493528;45630586;7.344557701993081;18.961526982479395
272;272;272;Tick;273;lvmh;0.012;0.011;0.011;85873;0.02612587452566607;45716459;7.434477693927849;18.638170816054032
273;273;273;Tick;274;lvmh;0.012;0.011;0.011;100;0.026234813893568302;45716559;7.434460222816384;18.5175107416418
274;274;274;Tick;275;lvmh;0.012;0.011;0.011;41425;0.026341375787791086;45757984;7.430823979776008;18.20598724622518
275;275;275;Tick;276;lvmh;0.012;0.011;0.012;100;0.02644562223948814;45758084;7.430806533691216;17.900423040062766
276;276;276;Tick;277;lvmh;0.012;0.011;0.011;300;0.02646267164851912;45758384;7.430754195928357;17.744593491435584
277;277;277;Tick;278;lvmh;0.012;0.011;0.011;200;0.026563458519550075;45758584;7.430719304496042;17.640519823339346
278;278;278;Tick;279;lvmh;0.012;0.011;0.012;100;0.026662081348326767;45758684;7.43070185890276;17.539090657238837
279;279;279;Tick;280;lvmh;0.012;0.011;0.011;100;0.026676195404389882;45758784;7.430684413391393;17.390717665609184
280;280;280;Tick;281;lvmh;0.012;0.011;0.012;100;0.02677159081483176;45758884;7.430666967961943;17.29455336725278
281;281;281;Tick;282;lvmh;0.012;0.011;0.011;100;0.026784056142542603;45758984;7.430649522614408;17.150487981151517
282;282;282;Tick;283;lvmh;0.012;0.011;0.012;100;0.026876356855710447;45759084;7.430632077348786;17.059291177613513
283;283;283;Tick;284;lvmh;0.012;0.011;0.011;147549;0.026887251466199767;45906633;7.415528314327393;16.87834099625409
284;284;284;Tick;285;lvmh;0.012;0.011;0.012;100;0.026976582946552988;45906733;7.415510962999801;16.79289748894218
285;285;285;Tick;286;lvmh;0.012;0.011;0.012;100;0.02698598049115396;45906833;7.4154936117534085;16.617109083171513
286;286;286;Tick;287;lvmh;0.012;0.011;0.012;100;0.026994912664758508;45906933;7.415476260588215;16.44291698734142
287;287;287;Tick;288;lvmh;0.012;0.011;0.011;50000;0.02700338890046661;45956933;7.406810836200764;16.270298433303836
288;288;288;Tick;289;lvmh;0.012;0.011;0.012;100;0.02708796127706717;45957033;7.406793525644572;16.19699163759866
289;289;289;Tick;290;lvmh;0.012;0.011;0.011;101494;0.02709505956774454;46058527;7.393006878152162;16.068372096047202
290;290;290;Tick;291;lvmh;0.012;0.011;0.012;100;0.02717697460962329;46058627;7.392989640184754;15.818083774038104
291;291;291;Tick;292;lvmh;0.012;0.011;0.011;47341;0.027182758035192288;46105968;7.392814589761656;15.693075782534516
292;292;292;Tick;293;lvmh;0.012;0.011;0.012;100;0.02726211813582378;46106068;7.392797370010034;15.62933961705897
293;293;293;Tick;294;lvmh;0.012;0.011;0.012;100;0.02726664643750693;46106168;7.39278015033863;15.47047934752889
294;294;294;Tick;295;lvmh;0.012;0.011;0.012;100;0.027270796016732338;46106268;7.392762930747444;15.312994875340879
295;295;295;Tick;296;lvmh;0.012;0.011;0.012;100;0.027274574419731443;46106368;7.392745711236475;15.156867597151503
296;296;296;Tick;297;lvmh;0.012;0.011;0.012;100;0.027277989025869663;46106468;7.3927284918057214;15.00207925952968
297;297;297;Tick;298;lvmh;0.012;0.011;0.012;100;0.02728104705203831;46106568;7.392711272455185;14.848611950380207
298;298;298;Tick;299;lvmh;0.012;0.011;0.012;100;0.02728375555691008;46106668;7.392694053184863;14.696448090625978
299;299;299;Tick;300;lvmh;0.012;0.011;0.012;100;0.02728612144506115;46106768;7.3926768339947575;14.545570426143309
300;300;300;Tick;301;lvmh;0.012;0.011;0.012;100;0.027288151470965184;46106868;7.392659614884865;14.395962019944022
